"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL379300"	"A-443654"	"0"	"397.48"	"0"	"4.36"	"A-443654"	"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12"	"Activity"	"'='"	"90.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1061968"	"Percentage JNK1 activity remaining in the presence of 0.1uM inhibitor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150976"	"1"	"Scientific Literature"	"Biochem. J."	"2007"	"None"	""
"CHEMBL105442"	"CI-1040"	"2"	"478.66"	"1"	"5.04"	"PD-184352"	"O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl"	"Activity"	"'='"	"92.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1062814"	"Percentage JNK1 activity remaining in the presence of 10uM inhibitor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150976"	"1"	"Scientific Literature"	"Biochem. J."	"2007"	"None"	""
"CHEMBL573578"	""	"0"	"331.42"	"0"	"3.91"	"NM-PP1"	"CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21"	"Activity"	"'='"	"85.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1062814"	"Percentage JNK1 activity remaining in the presence of 10uM inhibitor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150976"	"1"	"Scientific Literature"	"Biochem. J."	"2007"	"None"	""
"CHEMBL1234833"	""	"0"	"385.47"	"0"	"1.59"	"4k, BS-194"	"CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12"	"Activity"	"'='"	"93.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1806002"	"Inhibition of JNK1 assessed as residual enzyme activity at 10 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1800061"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1783591"	""	"0"	"356.42"	"0"	"3.49"	"9g"	"Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1"	"IC50"	"'='"	"330.0"	"nM"	"6.48"	""	""	"UO_0000065"	"18.18"	"0.34"	"2.99"	"10.14"	"0"	"CHEMBL1787506"	"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1782035"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL233001"	"GW620972X"	"0"	"332.43"	"0"	"4.90"	"5a"	"N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL897067"	"Inhibition of human recombinant full length JNK1alpha1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148840"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL232598"	""	"0"	"332.45"	"0"	"3.61"	"5n"	"Cc1cccc(S(=O)(=O)Nc2sc3c(c2C#N)CCCC3)c1"	"pIC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL897067"	"Inhibition of human recombinant full length JNK1alpha1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148840"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL386051"	""	"0"	"443.36"	"1"	"5.77"	"PD-173955"	"CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1"	"Kd"	"'='"	"1500.0"	"nM"	"5.82"	""	""	"UO_0000065"	"13.14"	"0.27"	"0.05"	"9.74"	"0"	"CHEMBL1908586"	"Binding constant for JNK1 kinase domain"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1908390"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2011"	"None"	""
"CHEMBL408224"	""	"0"	"399.45"	"0"	"4.51"	"17"	"COC(=O)c1c(-c2ccccc2)c2cc(OC)ccc2c(=O)n1Cc1ccccc1"	"IC50"	"'='"	"140.0"	"nM"	"6.85"	""	""	"UO_0000065"	"17.16"	"0.31"	"2.34"	"11.91"	"0"	"CHEMBL939932"	"Inhibition of human JNK1 by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142440"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2008"	"None"	""
"CHEMBL258845"	""	"0"	"462.94"	"0"	"4.28"	"18b"	"CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(N)=O)n(CC)n1"	"IC50"	"'='"	"11.0"	"nM"	"7.96"	""	""	"UO_0000065"	"17.19"	"0.33"	"3.68"	"7.96"	"0"	"CHEMBL921935"	"Inhibition of human JNK1 by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144699"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2008"	"None"	""
"CHEMBL599518"	""	"0"	"317.42"	"0"	"3.26"	"BI-98A10"	"CCC(C)Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1"	"IC50"	"'='"	"3000.0"	"nM"	"5.52"	""	""	"UO_0000065"	"17.40"	"0.40"	"2.26"	"5.89"	"0"	"CHEMBL1070200"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1159095"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL601476"	""	"0"	"345.43"	"0"	"2.64"	"BI-90H5"	"O=[N+]([O-])c1cnc(Sc2nnc(NCC3CCCO3)s2)s1"	"IC50"	"'='"	"10000.0"	"nM"	"5.00"	""	""	"UO_0000065"	"14.47"	"0.33"	"2.36"	"4.85"	"0"	"CHEMBL1070200"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1159095"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL328710"	""	"0"	"264.33"	"0"	"3.25"	"SU4312"	"CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1"	"Residual Activity"	"'='"	"106.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL413"	"SIROLIMUS"	"4"	"914.19"	"3"	"6.18"	"Rapamycin"	"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"	"Residual Activity"	"'='"	"90.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL259092"	""	"0"	"511.98"	"1"	"4.05"	"23a"	"COC(=O)c1c(-c2cccc(CO)c2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1"	"IC50"	"'='"	"21.0"	"nM"	"7.68"	""	""	"UO_0000065"	"15.00"	"0.30"	"3.63"	"7.48"	"0"	"CHEMBL939932"	"Inhibition of human JNK1 by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142440"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2008"	"None"	""
"CHEMBL221271"	""	"0"	"318.25"	"0"	"1.28"	"ERK_Inhibitor_III"	"N/C(=N\[N+](=O)[O-])N/N=C\c1ccc(-c2cccc([N+](=O)[O-])c2)o1"	"Residual Activity"	"'='"	"114.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL7939"	"CGP-53353"	"0"	"365.34"	"0"	"4.34"	"CGP-53353"	"O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21"	"Residual Activity"	"'='"	"79.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL261841"	""	"0"	"541.42"	"1"	"4.64"	"12a"	"COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(NS(C)(=O)=O)cc1"	"IC50"	"'='"	"12.0"	"nM"	"7.92"	""	""	"UO_0000065"	"14.63"	"0.32"	"3.28"	"8.38"	"0"	"CHEMBL939932"	"Inhibition of human JNK1 by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142440"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2008"	"None"	""
"CHEMBL104279"	""	"0"	"353.40"	"0"	"2.32"	"Syk_Inhibitor"	"Cn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2ccccc21"	"Residual Activity"	"'='"	"109.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL1398474"	""	"0"	"344.89"	"1"	"5.71"	"Akt_Inhibitor_X"	"CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21"	"Residual Activity"	"'='"	"113.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL559147"	"Y-27632"	"0"	"247.34"	"0"	"2.17"	"Y-27632"	"C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1"	"Residual Activity"	"'='"	"98.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL1221601"	""	"0"	"555.85"	"2"	"5.66"	"CGK733"	"O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1"	"Residual Activity"	"'='"	"120.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL284861"	""	"0"	"222.27"	"0"	"0.66"	"GSK_3b_Inhibitor_I"	"Cn1sc(=O)n(Cc2ccccc2)c1=O"	"Residual Activity"	"'='"	"89.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL2218932"	""	"0"	"340.59"	"0"	"4.85"	"PKR_Inhibitor_Negative_Control"	"O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1"	"Residual Activity"	"'='"	"69.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL1363184"	""	"0"	"306.37"	"0"	"2.87"	"LY-303511"	"O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12"	"Residual Activity"	"'='"	"84.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL572881"	"MOTESANIB"	"3"	"373.46"	"0"	"4.04"	"AMG-706"	"CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL1061076"	"Binding constant for full-length JNK1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150977"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2008"	"None"	""
"CHEMBL221959"	"TOFACITINIB"	"4"	"312.38"	"0"	"1.54"	"CP-690550"	"C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL1061076"	"Binding constant for full-length JNK1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150977"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2008"	"None"	""
"CHEMBL191003"	"JNJ-7706621"	"0"	"394.36"	"0"	"1.22"	"JNJ-7706621"	"Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F"	"Kd"	"'='"	"1700.0"	"nM"	"5.77"	""	""	"UO_0000065"	"14.63"	"0.29"	"4.55"	"3.95"	"0"	"CHEMBL1061076"	"Binding constant for full-length JNK1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150977"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2008"	"None"	""
"CHEMBL259084"	"MLN-8054"	"1"	"476.87"	"1"	"5.87"	"MLN-8054"	"O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL1061076"	"Binding constant for full-length JNK1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150977"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2008"	"None"	""
"CHEMBL2218934"	""	"0"	"257.27"	"0"	"1.95"	"PI3_Kg_Inhibitor"	"O=C1NC(=O)/C(=C\c2ccc3nccnc3c2)S1"	"Residual Activity"	"'='"	"87.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL232406"	""	"0"	"368.48"	"0"	"4.45"	"5k"	"N#Cc1c(NS(=O)(=O)c2cccc3ccccc23)sc2c1CCCC2"	"pIC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL897067"	"Inhibition of human recombinant full length JNK1alpha1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148840"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL515466"	""	"0"	"440.59"	"1"	"6.35"	"18"	"Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1"	"Activity"	"'='"	"5.1"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL982778"	"Binding affinity to human JNK1 at 10 uM relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1151712"	"1"	"Scientific Literature"	"J. Med. Chem."	"2008"	"None"	""
"CHEMBL572878"	"TOZASERTIB"	"2"	"464.60"	"0"	"3.50"	"VX-680/MK-0457"	"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1908586"	"Binding constant for JNK1 kinase domain"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1908390"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2011"	"None"	""
"CHEMBL246543"	""	"0"	"365.44"	"0"	"2.40"	"11"	"CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1"	"IC50"	"'='"	"59.0"	"nM"	"7.23"	""	""	"UO_0000065"	"19.78"	"0.37"	"4.83"	"8.27"	"0"	"CHEMBL886370"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139954"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL521851"	"PICTILISIB"	"2"	"513.65"	"1"	"2.15"	"GDC-0941"	"CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1"	"Kd"	"'='"	"1500.0"	"nM"	"5.82"	""	""	"UO_0000065"	"11.34"	"0.23"	"3.67"	"5.42"	"0"	"CHEMBL1908586"	"Binding constant for JNK1 kinase domain"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1908390"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2011"	"None"	""
"CHEMBL553"	"ERLOTINIB"	"4"	"393.44"	"0"	"3.41"	"SID170465434"	"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1"	"Inhibition"	"'='"	"32.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"1"	"CHEMBL3857065"	"Inhibition of His tagged recombinant full length human JNK1 expressed in baculovirus at 500 nM by Z'-LYTE assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3856204"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"None"	""
